gene_id,gene_symbol,gene_biotype,chr,start,end,strand,Sample1_dedup,Sample2_dedup,Sample3_dedup,Sample4_dedup,Sample5_dedup,Sample6_dedup,Sample7_dedup,Sample8_dedup,Sample9_dedup,Sample10_dedup
ENSG00000240750,Nectin4,misc_RNA,1,28031884,28032180,-,881,1311,1106,1441,1146,2000,500,597,900,713
ENSG00000301359,Pfdn2,lncRNA,1,28038014,28039652,+,1726,1031,1819,1815,1395,2266,1527,1516,1406,1873
ENSG00000169403,Rnf114,protein_coding,1,28147166,28194083,-,1819,2354,2327,3721,2583,6300,1636,1849,2312,2236
ENSG00000298310,C330007P06Rik,lncRNA,1,28173900,28174710,-,366,673,570,1164,832,1634,455,548,580,473
ENSG00000289576,Neurl1a,lncRNA,1,28095148,28126939,-,580,1023,908,1376,724,1062,266,355,605,561
ENSG00000228943,Srm,processed_pseudogene,1,28109739,28110298,+,1102,1090,1302,1899,1063,2761,2021,2173,974,1592
ENSG00000228589,Epha2,transcribed_processed_pseudogene,1,28095742,28096422,-,341,1736,1049,1860,1675,2262,961,1174,636,992
ENSG00000214812,Rbm14,processed_pseudogene,1,28120449,28121321,-,1059,1230,859,1585,1019,2222,936,1058,819,971
ENSG00000130772,Actn3,protein_coding,1,28329002,28335965,+,15,20,11,27,16,67,15,20,4,10
ENSG00000130766,A530013C23Rik,protein_coding,1,28259473,28282491,+,4,7,0,5,4,12,1,0,1,1
ENSG00000126698,Zdhhc24,protein_coding,1,28199456,28233032,-,269,395,282,553,436,645,243,296,189,262
ENSG00000290123,Bbs1,lncRNA,1,28234075,28237011,-,78,112,55,144,122,200,71,64,54,54
ENSG00000130770,Slc34a3,protein_coding,1,28236084,28246906,+,0,2,0,0,3,3,0,1,0,0
ENSG00000271398,Ndor1,lncRNA,1,28247144,28247568,+,86,204,110,288,221,361,171,230,98,104
ENSG00000270605,Nsmf,lncRNA,1,28239509,28247210,-,787,1435,1165,2112,1734,2758,805,988,896,912
ENSG00000120656,Pdk1,protein_coding,1,28587829,28648364,-,786,1184,1137,1453,1423,2348,1057,1270,820,874
ENSG00000188060,Ptbp1,protein_coding,1,28592200,28595449,+,2543,8420,6319,11246,7708,16500,6809,8385,5797,5665
ENSG00000229388,Mvd,lncRNA,1,28643159,28648829,+,1099,1716,1698,2666,1749,2845,1724,1905,1424,1936
ENSG00000270103,Cyba,lncRNA,1,28648600,28648730,+,9883,4507,9775,10948,5310,19125,3533,3775,7894,9741
ENSG00000274978,Itih3,snRNA,1,28648600,28648734,+,9,25,26,55,33,72,21,19,23,12
ENSG00000162419,Stimate,protein_coding,1,28668280,28719353,+,529,411,567,818,521,1109,377,465,462,509
ENSG00000252777,Sfmbt1,scaRNA,1,28689665,28689794,+,231,343,314,564,508,900,397,510,307,256
ENSG00000198492,Itih1,protein_coding,1,28736621,28769784,+,0,4,0,0,0,6,0,0,0,1
ENSG00000289291,Ihh,lncRNA,1,28736044,28737670,-,505,1519,1183,1909,2230,2674,692,901,894,986
ENSG00000305996,Prkag3,lncRNA,1,28796357,28828180,+,9,13,14,15,29,37,18,21,6,5
ENSG00000116329,Cryba2,protein_coding,1,28812170,28871267,+,4,1,11,6,3,11,12,16,4,10
ENSG00000233427,Atp7b,lncRNA,1,28870483,28877336,-,41,50,25,61,29,186,105,146,31,50
ENSG00000204138,Slc4a1,protein_coding,1,28369563,28500364,+,1,3,27,3,7,70,8,7,7,37
ENSG00000206779,Rundc3a,misc_RNA,1,28422555,28422655,-,217,266,342,323,249,399,210,196,241,329
ENSG00000229820,Slc4a3,processed_pseudogene,1,28453541,28453934,+,186,318,204,498,363,546,70,89,166,163
ENSG00000221216,Cdt1,snRNA,1,28481362,28481480,+,732,919,795,1633,826,1765,1781,1984,537,887
ENSG00000308327,Runx1t1,lncRNA,1,28496419,28505950,-,54,30,13,60,26,93,14,10,30,28
ENSG00000180198,Snai3,protein_coding,1,28505943,28539300,+,86,101,66,131,92,253,145,151,66,88
ENSG00000231468,Aprt,processed_pseudogene,1,28526318,28527227,-,3585,2814,3913,3660,2718,6876,3711,3745,2357,3339
ENSG00000180098,Gtf2h1,protein_coding,1,28553001,28578545,+,656,977,951,1261,941,2217,1020,1144,748,899
ENSG00000197989,Hfe,lncRNA,1,28578536,28583132,-,219,161,180,361,259,735,167,237,181,186
ENSG00000242125,Abhd1,lncRNA,1,28505980,28510892,+,1,5,3,10,4,6,1,8,5,0
ENSG00000274266,Slc5a6,snoRNA,1,28507366,28507571,+,172,216,162,332,249,505,301,358,142,219
ENSG00000200087,Tcf23,snoRNA,1,28508559,28508762,+,3,16,22,16,18,25,14,19,0,23
ENSG00000279443,Nphs1,TEC,1,28544460,28546542,+,0,0,1,0,1,18,3,6,0,0
ENSG00000221539,Aplp1,snoRNA,1,28578749,28578822,-,514,980,736,1039,746,1623,182,215,577,566
ENSG00000278274,Qrich1,snoRNA,1,28579764,28579893,-,1213,1913,1539,2514,1946,3444,1331,1639,1355,1221
ENSG00000273544,P4htm,snoRNA,1,28580381,28580512,-,58,39,50,99,70,160,25,32,33,46
ENSG00000280498,Usp19,snoRNA,1,28580920,28581054,-,1815,4352,2717,6025,4478,7468,1953,2598,2219,2189
ENSG00000274582,Pola1,snoRNA,1,28580920,28581056,-,249,489,305,851,497,1108,565,657,319,319
ENSG00000305828,Cdc42,lncRNA,1,29133814,29152442,+,8398,8370,9501,12853,8762,22006,6961,7484,8077,8836
ENSG00000225750,Pknox1,lncRNA,1,29144494,29146994,-,438,631,488,844,749,1367,501,605,461,426
ENSG00000116350,D130043K22Rik,protein_coding,1,29147743,29181922,-,3,17,3,10,9,24,12,10,4,4
ENSG00000116353,Gmnn,protein_coding,1,29192657,29230945,-,820,363,580,894,431,1184,1311,1401,401,733
ENSG00000237934,Acot13,lncRNA,1,29223933,29224816,+,812,333,601,539,453,1038,476,483,439,561
ENSG00000277916,Zfp184,misc_RNA,1,29171285,29171453,-,123,156,158,234,156,338,126,125,151,136
ENSG00000159023,Cyp27b1,protein_coding,1,28887091,29120046,+,5,10,8,20,11,31,6,16,7,4
ENSG00000300997,Cdk4,lncRNA,1,28927229,28942716,-,7404,5191,7333,9949,7071,16612,6469,7116,6360,7307
ENSG00000206704,B4galnt1,misc_RNA,1,28985710,28985810,+,220,946,595,1479,991,2082,164,182,589,504
ENSG00000277958,Mettl1,misc_RNA,1,29041199,29041480,+,897,471,686,808,502,1442,1013,1070,513,761
ENSG00000253304,Tspan31,protein_coding,1,29119429,29123918,-,260,1007,786,1648,1195,3254,629,737,922,927
ENSG00000225616,Kif5b,processed_pseudogene,1,28982278,28982608,-,7569,8151,6821,9792,7286,14553,4334,4410,6358,5330
ENSG00000162510,Saal1,protein_coding,1,30711277,30723585,-,350,330,390,533,392,963,422,469,302,383
ENSG00000186056,Krt23,lncRNA,1,30718504,30726846,+,4216,4440,8309,6789,5354,7565,1724,1945,4431,4375
ENSG00000287510,Cnp,lncRNA,1,30731693,30733427,+,847,1369,957,1845,846,2799,1154,1276,1008,1289
ENSG00000162511,Ttc25,protein_coding,1,30732465,30757855,-,28,11,21,29,11,52,28,35,14,26
ENSG00000264773,Sulf2,miRNA,1,30739156,30739232,-,1211,2958,1964,3920,1698,9461,2725,3528,1794,2527
ENSG00000309098,Sod2,lncRNA,1,30749249,30752339,-,2041,1774,2680,2887,1984,5404,2301,2526,1990,2600
ENSG00000229607,Tmco6,lncRNA,1,30810320,30825781,-,244,358,357,618,475,839,237,260,277,348
ENSG00000223382,Stambp,lncRNA,1,30824000,30834864,+,374,503,504,655,446,1105,437,528,397,430
ENSG00000060656,Ezh1,protein_coding,1,29236505,29326813,+,520,943,726,1416,1098,2547,670,853,670,656
ENSG00000162512,Hap1,protein_coding,1,30869466,30908810,-,242,587,545,1146,740,452,214,288,396,329
ENSG00000084628,P3h4,protein_coding,1,31179344,31239966,-,560,426,581,701,620,1175,196,193,419,497
ENSG00000060688,Ctnnb1,protein_coding,1,31259568,31296788,-,7035,33607,23203,42055,35146,62553,13410,17271,22054,17814
ENSG00000229447,Eif1b,processed_pseudogene,1,31263245,31263681,-,1174,651,1039,1138,731,2279,971,910,850,1124
ENSG00000121766,Chrd,protein_coding,1,31296982,31365527,+,43,117,89,154,77,228,104,120,45,95
ENSG00000229044,Psmd2,lncRNA,1,31333056,31346924,-,5027,7463,6026,9879,6845,15449,5538,6549,5330,5274
ENSG00000121769,Syngr3,protein_coding,1,31364010,31376850,-,7,8,12,20,7,47,13,15,6,17
ENSG00000168528,Vars,protein_coding,1,31409565,31434680,+,3315,5110,4607,8352,5026,9548,4568,5661,3765,3773
ENSG00000305880,Vwa7,lncRNA,1,31426410,31471568,-,6,30,15,37,37,72,20,16,19,18
ENSG00000305901,Hspa1l,lncRNA,1,31471113,31482159,+,16,33,14,26,34,61,30,28,12,15
ENSG00000215899,Slc44a4,processed_pseudogene,1,31487589,31488930,-,1304,3998,2260,3135,1428,4093,2464,2698,1199,2932
ENSG00000293391,Msh5,lncRNA,1,31500085,31508566,+,24,43,25,58,34,72,51,69,22,34
ENSG00000260386,Abhd16a,transcribed_unitary_pseudogene,1,31501399,31509648,+,784,944,1175,1722,1080,2219,1036,1219,945,1111
ENSG00000265961,Neu1,misc_RNA,1,31503631,31503744,-,1025,1608,1613,2220,1682,3308,876,1088,1042,1406
ENSG00000284543,Ddah2,lncRNA,1,31506209,31583306,+,2217,1140,2728,2304,1625,3521,553,570,1752,1933
ENSG00000229167,Clic1,lncRNA,1,31567940,31579510,-,7247,6132,9351,9772,5916,20749,6999,7121,7198,9945
ENSG00000142910,Lsm2,protein_coding,1,31576485,31587689,+,1086,639,855,1019,681,1568,1259,1208,647,931
ENSG00000305292,Pole,lncRNA,1,31613163,31618203,-,410,565,404,1155,796,1684,826,1018,469,464
ENSG00000121764,Atp1a2,protein_coding,1,31617660,31632518,+,2766,1629,1384,1430,1059,441,94,89,744,255
ENSG00000162517,Atp1a4,protein_coding,1,31629866,31644896,-,7,8,5,7,13,12,1,0,4,3
ENSG00000235790,Casq1,lncRNA,1,31642599,31660162,+,63,72,65,115,111,129,12,14,80,73
ENSG00000084636,Stx1a,protein_coding,1,31652260,31704319,-,842,1077,1432,1468,1444,1315,335,381,534,590
ENSG00000306756,Ceacam9,lncRNA,1,31669980,31671127,+,13,1,12,9,4,19,10,15,1,12
ENSG00000295060,Zfp775,lncRNA,1,31689833,31690683,+,163,186,195,329,258,531,152,192,159,186
ENSG00000254545,Scube2,lncRNA,1,31789130,31791322,+,5,10,7,7,13,53,5,6,4,4
ENSG00000134668,Mrpl49,protein_coding,1,31790422,31816022,-,1008,658,856,1372,974,2172,977,1063,809,1101
ENSG00000121753,Dennd2c,protein_coding,1,31727117,31764893,-,44,84,62,125,117,196,51,58,60,47
ENSG00000306226,Mark3,lncRNA,1,31761144,31761749,+,1335,2114,1858,2885,2328,4193,1514,1799,1604,1537
ENSG00000266580,Gatad1,miRNA,1,31758660,31758735,-,1734,2083,2070,2681,2120,4211,1947,2196,1814,1907
ENSG00000266210,M6pr,misc_RNA,1,30918469,30918735,-,3318,4161,4353,7366,4492,11719,3705,4392,4055,4276
ENSG00000307336,Lrrc8a,lncRNA,1,30929209,30941316,+,891,564,810,656,504,1134,401,345,450,632
ENSG00000134644,Ppp2r1a,protein_coding,1,30931505,31065991,-,4370,6645,6374,9018,6223,14773,5218,6198,5398,5756
ENSG00000237329,Fance,processed_pseudogene,1,31036734,31037240,+,379,392,485,656,534,902,646,758,378,473
ENSG00000232768,Tinf2,processed_pseudogene,1,31050872,31051034,+,479,605,681,1140,661,1646,950,1136,521,626
ENSG00000297522,Tssk4,lncRNA,1,32179174,32179912,-,30,40,24,62,41,74,37,46,24,36
ENSG00000084652,Hapln4,protein_coding,1,32178097,32198299,+,7,19,10,22,7,24,5,8,5,7
ENSG00000203620,Dus3l,lncRNA,1,31836156,31881778,-,700,1331,1126,1830,1362,2116,1268,1516,821,955
ENSG00000184007,Gtpbp3,protein_coding,1,31906421,31944856,-,363,460,416,806,608,1101,496,669,383,506
ENSG00000228634,Tgfbr1,lncRNA,1,31933020,31933975,+,888,1350,1029,2420,1883,3111,688,774,1235,797
ENSG00000300504,Homer1,lncRNA,1,31951587,31958077,-,375,585,397,704,542,899,227,254,378,306
ENSG00000269967,Rad51c,lncRNA,1,31851913,31921841,-,144,103,74,175,83,292,161,149,66,110
ENSG00000288678,Gabrb2,protein_coding,1,31919563,31938010,-,2,0,0,0,0,1,0,0,1,0
ENSG00000160050,Cav1,protein_coding,1,32200383,32205453,+,630,843,1091,943,1298,3240,331,316,603,681
ENSG00000160051,Arpp19,protein_coding,1,32205648,32208688,+,6498,3637,4916,5724,4425,8148,3413,3226,4180,4521
ENSG00000224066,Bcl2l1,lncRNA,1,32204769,32206814,-,1627,3078,2645,4148,2884,6394,1579,1848,2380,2263
ENSG00000284702,Khsrp,lncRNA,1,31972189,31987034,-,2391,5560,3697,7704,5114,8597,3824,4715,3351,3619
ENSG00000121774,Dio2,protein_coding,1,32013687,32060850,+,46,404,1232,247,161,918,222,194,168,468
ENSG00000203325,Ccdc124,lncRNA,1,32052291,32073474,-,2258,1622,2270,2505,1779,3519,2007,2123,1752,2224
ENSG00000121775,Cct4,protein_coding,1,32072031,32102866,+,3599,3775,4266,5510,4350,10671,4311,4662,3737,3880
ENSG00000266203,0610009B22Rik,miRNA,1,32086949,32087007,+,872,439,746,775,566,1331,620,631,590,705
ENSG00000276493,Cpt1c,misc_RNA,1,32087523,32087813,-,189,207,207,305,348,519,71,70,147,107
ENSG00000025800,Twist2,protein_coding,1,32108056,32176563,+,19,12,23,13,13,20,5,9,11,19
ENSG00000250135,Zfp655,lncRNA,1,32170733,32176568,+,502,787,669,1100,910,1723,457,585,618,524
ENSG00000183615,Rhoa,protein_coding,1,32247222,32248856,+,5402,7524,7683,10931,7784,18447,5901,6567,6855,6948
ENSG00000182866,Zmiz1,protein_coding,1,32251244,32286170,+,1285,2469,1922,3885,2986,5081,1232,1569,1550,1403
ENSG00000277617,Ankrd26,misc_RNA,1,32269338,32269597,-,189,285,105,414,303,359,233,284,153,140
ENSG00000252450,Aldh16a1,misc_RNA,1,32286452,32286561,-,743,1151,1006,1471,1005,1767,1183,1340,832,944
ENSG00000116478,Hnrnpa0,protein_coding,1,32291921,32333635,+,9480,12311,12695,13539,12393,8845,10514,13707,10795,11041
ENSG00000222046,Prrg2,protein_coding,1,32209079,32216196,+,533,597,701,892,595,1411,495,513,441,662
ENSG00000160055,Hnrnph1,protein_coding,1,32214472,32222359,-,4837,8758,7082,12764,10109,15405,7030,7849,6001,6249
ENSG00000084623,Ift43,protein_coding,1,32221077,32245397,+,1162,597,1074,1060,697,1997,724,689,738,974
ENSG00000291132,Id3,lncRNA,1,32223618,32241824,-,6056,3863,6062,6361,6036,9148,3501,3766,4184,3503
ENSG00000220785,Tcap,transcribed_unprocessed_pseudogene,1,32231847,32241592,-,6,6,6,14,16,21,11,12,4,11
ENSG00000290045,Arid1a,lncRNA,1,32240371,32242924,+,3901,4269,3342,6778,5044,7795,2801,3464,2701,2366
ENSG00000175130,Crlf1,protein_coding,1,32333827,32336233,-,104,80,86,123,95,194,55,57,61,149
ENSG00000305107,Ctsd,lncRNA,1,32335353,32349104,+,8843,7817,8518,13099,9718,23739,2299,2529,7821,7274
ENSG00000305127,Rplp1,lncRNA,1,32343071,32351690,-,35552,14940,30173,26315,19180,51401,30682,28649,20088,30596
ENSG00000233775,Hmgcll1,lncRNA,1,32348483,32351400,-,206,246,239,369,360,754,17,33,207,161
ENSG00000162526,Ttc9b,protein_coding,1,32351521,32364312,+,1,0,0,1,0,12,0,2,0,0
ENSG00000225828,Phox2a,protein_coding,1,32361270,32364278,-,5,24,14,12,7,31,23,21,8,19
ENSG00000160058,Abhd8,protein_coding,1,32364633,32394731,-,689,726,688,1197,817,1202,198,184,562,547
ENSG00000273274,Ift22,protein_coding,1,32465050,32496686,+,636,468,701,820,536,1514,398,432,567,685
ENSG00000254553,Fzd3,protein_coding,1,32465057,32600792,+,207,176,122,323,269,408,160,166,180,155
ENSG00000160062,1700008O03Rik,protein_coding,1,32539142,32605941,+,5,3,6,20,7,24,11,6,7,10
ENSG00000176261,Mid1ip1,protein_coding,1,32600172,32650969,-,2074,2525,2945,3589,2986,5181,2194,2466,2169,2081
ENSG00000200591,Ap2s1,misc_RNA,1,32639951,32640052,+,3265,1897,2819,3246,1998,5609,2037,2112,2309,3032
ENSG00000294305,Fgfrl1,lncRNA,1,32608483,32612247,-,3182,3235,5351,5475,4338,7653,2534,3057,3268,2884
ENSG00000162521,4930432K21Rik,protein_coding,1,32651142,32686211,+,13,10,7,24,20,31,19,14,10,13
ENSG00000162520,Fhl2,protein_coding,1,32679906,32703596,-,1216,1213,1695,2012,1497,5287,1344,1584,1165,1641
ENSG00000224409,Emc10,lncRNA,1,32705583,32725320,-,2719,2597,3246,4429,2817,6297,2409,2725,2434,3170
ENSG00000160097,Clstn3,protein_coding,1,32862268,32872482,-,50,122,76,168,99,170,25,41,50,28
ENSG00000278966,Fbxw9,TEC,1,32973553,32974463,+,560,596,805,889,835,1581,664,725,523,683
ENSG00000121905,Spib,protein_coding,1,32881498,32898441,+,14,36,20,101,31,60,8,19,33,26
ENSG00000121900,Fnbp4,protein_coding,1,32894593,32901440,-,784,1424,1253,2161,1786,2190,1710,1980,931,880
ENSG00000287691,Cers4,lncRNA,1,32925454,32951640,+,1114,959,993,1582,1423,2653,959,978,651,885
ENSG00000116514,Scrn3,protein_coding,1,32929036,32964915,-,187,252,190,427,324,663,282,290,177,258
ENSG00000162522,Phax,protein_coding,1,32741696,32774970,+,1021,938,1070,1325,981,2397,744,800,954,1012
ENSG00000304155,Tle1,lncRNA,1,32746591,32753863,-,1190,2060,2266,2692,2501,3128,943,1186,1585,1264
ENSG00000134684,1700109H08Rik,protein_coding,1,32775237,32818031,-,12,37,14,47,54,45,26,30,15,11
ENSG00000116497,Relt,protein_coding,1,32816408,32858879,+,37,80,68,229,123,162,49,39,51,72
ENSG00000278997,Snrpb2,TEC,1,33141871,33143230,-,1711,820,1422,1340,990,2508,1392,1359,1123,1357
ENSG00000142920,Ubc,protein_coding,1,33081104,33123492,+,6562,7704,6529,7593,6448,12946,4589,4912,5252,5210
ENSG00000116525,Prpf31,protein_coding,1,33145399,33182059,-,1198,1209,1331,1958,1318,2983,1723,1896,1205,1381
ENSG00000279179,Sertad1,TEC,1,33162851,33166298,+,794,576,1150,954,818,1855,720,839,718,839
ENSG00000300688,Carhsp1,lncRNA,1,32979625,32998630,-,2124,2808,2474,3986,2762,5430,2121,2456,2474,2945
ENSG00000217644,Elk3,processed_pseudogene,1,32979947,32980472,+,2033,2029,1981,2775,2031,4680,777,824,1856,1725
ENSG00000239670,Herpud2,transcribed_unprocessed_pseudogene,1,32986952,32988233,+,710,1172,989,1553,1200,2243,637,663,838,720
ENSG00000236065,Rdh13,lncRNA,1,32987039,33058910,+,325,594,526,856,591,1314,965,1126,463,472
ENSG00000004455,Adam21,protein_coding,1,33007986,33080996,-,1,5,4,4,6,10,4,5,1,6
ENSG00000276645,Nutf2,misc_RNA,1,33029232,33029576,-,984,899,1199,1558,1155,2799,1174,1270,1020,1215
ENSG00000121903,Fut1,protein_coding,1,33472597,33501643,+,14,13,19,38,6,45,30,33,12,15
ENSG00000160094,Arpc5,protein_coding,1,33256359,33300719,+,6481,6632,7512,10126,7342,15858,5414,6093,6256,6425
ENSG00000184389,Rnf151,protein_coding,1,33306766,33321098,-,2,2,2,3,6,6,10,8,0,5
ENSG00000225313,Elavl2,lncRNA,1,33307348,33349245,+,9,37,10,26,21,17,8,6,9,4
ENSG00000134686,Pou2f2,protein_coding,1,33323623,33431095,-,398,220,244,382,211,531,127,97,322,309
ENSG00000222112,Mgst1,misc_RNA,1,33336566,33336864,-,1067,587,858,1245,646,1401,1285,1214,906,1364
ENSG00000233246,Nfib,lncRNA,1,33350022,33363247,+,5746,2574,3117,3549,2872,4943,3270,3216,2433,2969
ENSG00000305863,Htr3b,lncRNA,1,33255600,33255878,+,1,0,0,0,0,1,0,0,0,0
ENSG00000270115,Rab25,lncRNA,1,33261212,33261680,+,3272,2796,4108,3814,2424,8060,3555,3936,2627,3813
ENSG00000284154,Ubqln4,miRNA,1,33332393,33332492,-,1157,2094,1674,3342,2067,4631,2076,2653,1507,1754
ENSG00000116544,Rbfox1,protein_coding,1,34865436,34929650,-,14,16,24,13,39,18,5,11,8,9
ENSG00000163866,Rps18,protein_coding,1,34712737,34859805,-,26871,7089,20247,16791,14455,35839,24118,22291,15361,20846
ENSG00000189280,Rpl10,protein_coding,1,34755034,34758512,+,15905,8750,15194,14743,11505,33302,14369,14907,10308,14079
ENSG00000189433,Rps15a,protein_coding,1,34759740,34763724,+,14688,5213,11071,9151,8124,19701,11455,11165,8213,10903
ENSG00000255811,Ncaph2,lncRNA,1,34761426,34788097,-,1636,1896,2227,3519,2395,5552,2644,3392,1952,2148
ENSG00000188910,Hipk1,protein_coding,1,34781214,34786369,+,1331,2528,2042,3436,2871,4456,1745,2129,1657,1491
ENSG00000187513,Gprc5b,protein_coding,1,34792997,34795756,+,78,230,152,309,288,538,74,100,159,143
ENSG00000230163,Man1a2,lncRNA,1,34850694,34851555,+,1363,2584,1406,3105,2017,4068,1564,1859,1424,1400
ENSG00000228348,Acyp1,processed_pseudogene,1,35122022,35122484,+,419,135,242,337,225,524,145,121,176,263
ENSG00000293382,Cd163,lncRNA,1,34975699,34978706,-,7,17,4,17,22,22,16,15,2,4
ENSG00000271741,Hdac5,protein_coding,1,34981533,35031741,-,1086,1795,1558,2505,2363,3918,632,804,1339,1143
ENSG00000243749,Rala,protein_coding,1,34981380,34985347,-,3099,2316,2834,3128,2304,4902,2184,2216,2336,2568
ENSG00000163867,Vdac3,protein_coding,1,34986144,35031951,-,2447,1732,2317,2682,2132,5241,2396,2452,2006,2367
ENSG00000284773,Slc1a7,protein_coding,1,34974356,34985313,-,62,86,62,100,193,95,7,19,46,25
ENSG00000241014,Vps72,transcribed_unitary_pseudogene,1,34976470,34977395,-,1930,1472,2331,2545,1739,4215,1780,1828,1550,1967
ENSG00000233940,Gabpa,processed_pseudogene,1,35053468,35059271,+,625,1366,761,1689,1355,2177,818,877,811,684
ENSG00000197056,Bmp7,protein_coding,1,35032172,35118818,+,1712,2312,2056,3169,2592,4633,412,415,1618,1390
ENSG00000116560,Dynll1,protein_coding,1,35176378,35193446,-,7167,4459,5680,6718,4524,11928,5942,6220,4570,6234
ENSG00000126067,Pdcl,protein_coding,1,35599541,35641526,-,815,1180,794,1553,1137,2302,668,793,851,785
ENSG00000134698,Tmem184b,protein_coding,1,35808016,35857890,+,1268,2200,1842,3454,2386,4539,682,836,1514,1448
ENSG00000142686,Nf2,protein_coding,1,35713875,35718894,-,1142,2600,1748,3981,2911,5551,1957,2845,1776,1515
ENSG00000092853,Zmat5,protein_coding,1,35720218,35770002,-,162,176,251,341,234,609,207,197,226,255
ENSG00000232335,Ewsr1,lncRNA,1,35739389,35743576,+,4612,6557,6255,9007,7290,9105,5859,6738,5017,5542
ENSG00000306436,Ap1b1,lncRNA,1,35264319,35269761,-,973,2340,1500,3025,2176,4727,1464,1794,1504,1331
ENSG00000146463,Derl3,protein_coding,1,35268667,35422058,+,27,50,28,68,34,97,19,24,13,33
ENSG00000240374,Tbx1,misc_RNA,1,35292196,35292498,-,548,858,1210,2263,2938,1648,24,48,863,570
ENSG00000201542,Gnat2,snoRNA,1,35310274,35310425,+,5,12,15,19,18,35,12,19,7,11
ENSG00000227409,Bcl2l13,lncRNA,1,35358822,35366077,-,574,1210,908,1754,1279,2058,899,1121,790,793
ENSG00000142687,Spatc1l,protein_coding,1,35393883,35557950,-,0,0,0,3,0,3,1,3,0,4
ENSG00000278702,Dqx1,misc_RNA,1,35399997,35400319,+,435,662,555,1014,773,1259,359,458,359,378
ENSG00000236274,Ccl8,processed_pseudogene,1,35509742,35511438,+,221,92,148,241,147,911,52,72,214,132
ENSG00000020129,Lnpk,protein_coding,1,35557456,35567274,+,263,291,349,404,335,755,462,520,335,269
ENSG00000239636,Prr29,lncRNA,1,35569807,35577808,-,10,4,4,12,3,27,12,14,6,14
ENSG00000116819,Fam163b,protein_coding,1,35573314,35595328,+,0,1,1,1,0,4,0,1,1,0
ENSG00000229994,Trpm5,processed_pseudogene,1,35350722,35351607,+,5,43,13,67,42,77,19,43,17,41
ENSG00000092847,Ascl2,protein_coding,1,35869808,35930532,+,827,659,937,1163,787,2113,1435,1738,914,961
ENSG00000271164,Rarres2,processed_pseudogene,1,35873270,35873752,-,341,344,333,676,421,1168,89,84,394,288
ENSG00000286899,Pttg1ip,lncRNA,1,35908980,35910872,-,1649,2188,2027,3101,2142,5162,1731,1920,1831,2148
ENSG00000271914,Trpm2,lncRNA,1,35929720,35930115,-,77,221,127,420,220,228,33,37,112,88
ENSG00000214193,Ube2g2,protein_coding,1,36306368,36329340,+,955,1146,1365,1885,1249,2691,996,1033,1104,1257
